"id"	"codigo_localidad"	"codigo_postal"	"nombre_localidad"	"nombre_localidad_resumido"	"id_departamento"	"id_provincia"	"ver"
2979	2979		TENIENTE GENERAL EMILIO MITRE	TENIENTE GENERAL EMI	321	10	v.1
4266	4266		QUEBRADA DE LOS CONDORES	QUEBRADA DE LOS COND	481	18	v.1
4308	4308		VILLA GENERAL ROCA	VILLA GENERAL ROCA	479	18	v.1
5346	5346		LUNAREJOS	LUNAREJOS	567	23	v.1
5363	5363		NARANJITO	NARANJITO	568	23	v.1
4135	4135		BELLA ESTANCIA	BELLA ESTANCIA	479	18	v.1
5303	5303		KILOMETRO 770 ,DV.	KILOMETRO 770 ,DV.	564	23	v.1
3995	3995		BELLA VISTA	BELLA VISTA	467	17	v.1
3706	3706		RIO COLORADO	RIO COLORADO	428	15	v.1
603	603		MARIA IGNACIA ,EST.VEIA	MARIA IGNACIA ,EST.V	57	1	v.1
1994	1994		RODRIGUEZ DEL BUSTO	RODRIGUEZ DEL BUSTO	213	5	v.1
2154	2154		VILLA RUMIPAL	VILLA RUMIPAL	218	5	v.1
3750	3750		BETANIA	BETANIA	439	16	v.1
1437	1437		ASCOCHINGA	ASCOCHINGA	205	5	v.1
4812	4812		SANTA TERESA	SANTA TERESA	505	20	v.1
2118	2118		VILLA CANDELARIA	VILLA CANDELARIA	212	5	v.1
4377	4377		LAGO VIEDMA	LAGO VIEDMA	499	19	v.1
1875	1875		MELO	MELO	229	5	v.1
2661	2661		KILOMETRO 1895 ,AP.	KILOMETRO 1895 ,AP.	281	8	v.1
2890	2890		CANE, MIGUEL	CANE, MIGUEL	319	10	v.1
4903	4903		BELGRANO	BELGRANO	531	21	v.1
5250	5250		EL MOLLAR	EL MOLLAR	571	23	v.1
1792	1792		LAS GAMAS	LAS GAMAS	203	5	v.1
4635	4635		LA CHISPA	LA CHISPA	502	20	v.1
3620	3620		CORONEL EUGENIO DEL BUSTO	CORONEL EUGENIO DEL 	422	15	v.1
1268	1268		PAMPA FLORIDA	PAMPA FLORIDA	184	3	v.1
908	908		TRES PICOS	TRES PICOS	98	1	v.1
2638	2638		DOCTOR GUMERSINDO SAYAGO	DOCTOR GUMERSINDO SA	280	8	v.1
3232	3232		GOUDGE	GOUDGE	355	12	v.1
2729	2729		CASTRO TOLAY, ABDON	CASTRO TOLAY, ABDON	288	9	v.1
3633	3633		FRAY LUIS BELTRAN	FRAY LUIS BELTRAN	420	15	v.1
5380	5380		RANCHILLOS	RANCHILLOS	568	23	v.1
1676	1676		HUINCA RENANCO	HUINCA RENANCO	224	5	v.1
1029	1029		COPACABANA	COPACABANA	152	2	v.1
2507	2507		LA GRANJA	LA GRANJA	272	7	v.1
4769	4769		SALTO GRANDE	SALTO GRANDE	510	20	v.1
676	676		OMBUCTA	OMBUCTA	47	1	v.1
5326	5326		LA TRINIDAD	LA TRINIDAD	570	23	v.1
3008	3008		ARAUCO	ARAUCO	334	11	v.1
663	663		NUEVA SUIZA ,EST.	NUEVA SUIZA ,EST.	38	1	v.1
871	871		SOLANET	SOLANET	55	1	v.1
2452	2452		EL GUALEGUAY ,AP.	EL GUALEGUAY ,AP.	272	7	v.1
4175	4175		EL MARTILLO	EL MARTILLO	482	18	v.1
4117	4117		ANCHORENA	ANCHORENA	482	18	v.1
2126	2126	5009	VILLA DE LAS ROSAS	VILLA DE LAS ROSAS	228	5	v.1
3912	3912		POZO CERRADO	POZO CERRADO	436	16	v.1
4600	4600		HUGHES	HUGHES	502	20	v.1
4396	4396		PICO TRUNCADO	PICO TRUNCADO	496	19	v.1
5271	5271		HUASA PAMPA SUR	HUASA PAMPA SUR	572	23	v.1
5465	5465		COLONIA MACIAS	COLONIA MACIAS		20	v.1
3066	3066		LA PUERTA	LA PUERTA	339	11	v.1
1961	1961		PUESTO DE AFUERA ,AP.	PUESTO DE AFUERA ,AP	221	5	v.1
2281	2281		KILOMETRO 470 ,AP.	KILOMETRO 470 ,AP.	254	6	v.1
44	44		ALVAREZ DE TOLEDO	ALVAREZ DE TOLEDO	35	1	v.1
1031	1031		CULAMPAJA	CULAMPAJA	156	2	v.1
887	887		TANDIL	TANDIL	57	1	v.1
5463	5463		COLONIA DOS ROSAS Y LA LEGUA	COLONIA DOS ROSAS		20	v.1
864	864		SEVIGNE	SEVIGNE	112	1	v.1
3286	3286		MINAS SALAGASTA	MINAS SALAGASTA	369	12	v.1
705	705		PEHUAJO	PEHUAJO	11	1	v.1
1302	1302		ALTO DE LAS PLUMAS	ALTO DE LAS PLUMAS	189	4	v.1
4838	4838		TOBA	TOBA	521	20	v.1
1930	1930		PIEDRAS BLANCAS	PIEDRAS BLANCAS	222	5	v.1
1601	1601		EL CADILLO	EL CADILLO	215	5	v.1
1240	1240		LA VERDE	LA VERDE	181	3	v.1
4486	4486	3001	CAYASTA	CAYASTA	525	20	v.1
4069	4069		PUCHUZUN	PUCHUZUN	467	17	v.1
1562	1562		CORONEL MOLDES	CORONEL MOLDES	203	5	v.1
2528	2528		LOS CONQUISTADORES	LOS CONQUISTADORES	274	7	v.1
4869	4869	2313	VILLE, MOISES	VILLE, MOISES	509	20	v.1
4933	4933		EL CEIBAL	EL CEIBAL	551	21	v.1
1737	1737		LA ESPERANZA	LA ESPERANZA	227	5	v.1
503	503		LA LUISA	LA LUISA	130	1	v.1
689	689		PARRAVICINI	PARRAVICINI	112	1	v.1
5374	5374		POLITO ,DV.	POLITO ,DV.	568	23	v.1
3025	3025		CHAÑARMUYO	CHAÑARMUYO	340	11	v.1
1059	1059		KILOMETR0 62 ,EST.	KILOMETR0 62 ,EST.	145	2	v.1
5485	5485		PUJATO NORTE	PUJATO NORTE		20	v.1
945	945		VILLA EL CACIQUE	VILLA EL CACIQUE	109	1	v.1
1691	1691		KILOMETRO 1,5 AP.	KILOMETRO 1,5 AP.	213	5	v.1
3762	3762		CAMPO QUIJANO	CAMPO QUIJANO	441	16	v.1
2427	2427		COLONIA DELTA	COLONIA DELTA	267	7	v.1
3450	3450	3378	PUERTO ESPERANZA	PUERTO ESPERANZA	375	13	v.1
5169	5169		PUERTO LUIS	PUERTO LUIS	562	22	v.1
2734	2734		CHAUPI RODERO	CHAUPI RODERO	293	9	v.1
4758	4758		RINCON DEL QUEBRACHO ,EMB.	RINCON DEL QUEBRACHO	509	20	v.1
29	29		ALDEA ROMANA	ALDEA ROMANA	18	1	v.1
2944	2944		LIMAY MAHUIDA	LIMAY MAHUIDA	330	10	v.1
1913	1913		PAJAS BLANCAS	PAJAS BLANCAS	205	5	v.1
2114	2114		VILLA ALICIA	VILLA ALICIA	219	5	v.1
1614	1614		EL MIRADOR	EL MIRADOR	215	5	v.1
1104	1104		PIEDRA LARGA	PIEDRA LARGA	156	2	v.1
1422	1422		ALTAUTINA	ALTAUTINA	215	5	v.1
2590	2590		STROBEL	STROBEL	265	7	v.1
1827	1827		LOS CHAÑARITOS	LOS CHAÑARITOS	226	5	v.1
386	386		GNECCO	GNECCO	11	1	v.1
369	369		GENERAL MANSILLA ,EST.BARTOLOME BAVIO	GENERAL MANSILLA ,ES	36	1	v.1
2094	2094		TILQUICHO	TILQUICHO	228	5	v.1
2978	2978		TELEN	TELEN	320	10	v.1
1769	1769		LA TABLADA ,AP.	LA TABLADA ,AP.	213	5	v.1
3411	3411		GUARANI	GUARANI	385	13	v.1
5047	5047		PAMPA POZO	PAMPA POZO	531	21	v.1
4846	4846	2600	VENADO TUERTO	VENADO TUERTO	502	20	v.1
1338	1338		EL TORDILLO	EL TORDILLO	190	4	v.1
1479	1479		CAÑADA DE RIO PINTO	CAÑADA DE RIO PINTO	219	5	v.1
1084	1084		LAS PIRQUITAS	LAS PIRQUITAS	158	2	v.1
533	533		LAPLACETE	LAPLACETE	20	1	v.1
2073	2073		SERREZUELA	SERREZUELA	222	5	v.1
1419	1419		ALTA CORDOBA	ALTA CORDOBA	212	5	v.1
4509	4509		COLONIA DOLORES	COLONIA DOLORES	517	20	v.1
1480	1480		CAÑADA DE SALAS	CAÑADA DE SALAS	217	5	v.1
1471	1471		CALMAYO	CALMAYO	218	5	v.1
1144	1144		TALAMAYO	TALAMAYO	156	2	v.1
3267	3267		LOA ALAMITOS	LOA ALAMITOS	368	12	v.1
4618	4618		KILOMETRO 320	KILOMETRO 320	521	20	v.1
3618	3618		CONTRALMIRANTE MARTIN GUERRICO	CONTRALMIRANTE MARTI	419	15	v.1
1649	1649		FRAY CAYETANO RODRIGUEZ	FRAY CAYETANO RODRIG	229	5	v.1
788	788		ROLDAN, MARIANO	ROLDAN, MARIANO	109	1	v.1
4284	4284		SAN MIGUEL	SAN MIGUEL	487	18	v.1
4811	4811	3022	SANTA ROSA	SANTA ROSA	525	20	v.1
750	750	8109	PUNTA ALTA ,EST.ALMIRANTE SOLIER	PUNTA ALTA ,EST.ALMI	137	1	v.1
1328	1328		DIQUE FLORENTINO AMEGHINO	DIQUE FLORENTINO AME	191	4	v.1
3479	3479		RUIZ DE MONTOYA	RUIZ DE MONTOYA	386	13	v.1
2117	2117		VILLA BUSTOS	VILLA BUSTOS	207	5	v.1
2812	2812		PUESTO DEL MARQUES	PUESTO DEL MARQUES	288	9	v.1
4199	4199		LA ANGELINA	LA ANGELINA	488	18	v.1
2565	2565		PUERTO CUPALEN	PUERTO CUPALEN	261	7	v.1
2413	2413		CEIBAS	CEIBAS	267	7	v.1
546	546		LAS PARVAS	LAS PARVAS	20	1	v.1
3505	3505		ASTRA	ASTRA	401	14	v.1
1823	1823		LOS CALLEJONES	LOS CALLEJONES	215	5	v.1
3101	3101		PATQUIA	PATQUIA	337	11	v.1
4531	4531		CURUPAITY	CURUPAITY	509	20	v.1
4111	4111		YOCA	YOCA	466	17	v.1
4879	4879		ALGARROBAL VIEJO	ALGARROBAL VIEJO	531	21	v.1
2322	2322		PANCHO CUE	PANCHO CUE	238	6	v.1
165	165		CAÑUELAS	CAÑUELAS	27	1	v.1
4220	4220		LAS BARRANCAS	LAS BARRANCAS	481	18	v.1
3580	3580		TRAFUL	TRAFUL	411	14	v.1
3509	3509		BAÑOS LAS MAQUINITAS	BAÑOS LAS MAQUINITAS	404	14	v.1
602	602		MARI LAUQUEN	MARI LAUQUEN	6	1	v.1
4461	4461		CACIQUE ARIACAIQUIN	CACIQUE ARIACAIQUIN	507	20	v.1
3243	3243		KILOMETRO 976 ,EST.	KILOMETRO 976 ,EST.	359	12	v.1
5386	5386		ROMERO POZO	ROMERO POZO	567	23	v.1
3050	3050		GUANDACOL	GUANDACOL	333	11	v.1
4088	4088		SOROCAYENSE	SOROCAYENSE	467	17	v.1
150	150		CALDERON	CALDERON	82	1	v.1
2033	2033		SAN JOAQUIN	SAN JOAQUIN	230	5	v.1
1771	1771		LA TOMA	LA TOMA	207	5	v.1
1257	1257		MIRAFLORES	MIRAFLORES	166	3	v.1
5041	5041		NUEVO SIMBOLAR	NUEVO SIMBOLAR	531	21	v.1
475	475		KILOMETRO 36 ,AP.	KILOMETRO 36 ,AP.	80	1	v.1
2708	2708		VILLA ESCOLAR	VILLA ESCOLAR	286	8	v.1
996	996		AMPOLLA	AMPOLLA	148	2	v.1
2148	2148		VILLA ÑU PORA	VILLA ÑU PORA	205	5	v.1
127	127		BERUTTI	BERUTTI	6	1	v.1
2290	2290		KILOMETRO 512 ,AP.	KILOMETRO 512 ,AP.	247	6	v.1
2755	2755		FRAILE PINTADO	FRAILE PINTADO	287	9	v.1
4330	4330		CABO BLANCO	CABO BLANCO	496	19	v.1
2692	2692		PUERTO DALMACIA	PUERTO DALMACIA	282	8	v.1
461	461	1714	ITUZAINGO	ITUZAINGO	92	1	v.1
54	54		ANTONIO CARBONI	ANTONIO CARBONI	41	1	v.1
4065	4065		PEDERNAL	PEDERNAL	470	17	v.1
3772	3772		CHORRILLOS	CHORRILLOS	441	16	v.1
4176	4176		EL MILAGRO	EL MILAGRO	479	18	v.1
1415	1415		ALEJO LEDESMA	ALEJO LEDESMA	209	5	v.1
290	290		EGAÑA	EGAÑA	96	1	v.1
578	578		LOS INDIOS	LOS INDIOS	87	1	v.1
3182	3182		CHACRAS DE CORIA ,EST.PASO DE LOS ANDES	CHACRAS DE CORIA ,ES	370	12	v.1
5401	5401		SAN VICENTE	SAN VICENTE	568	23	v.1
1300	1300		ALDEA	ALDEA	188	4	v.1
3507	3507		BAJADA COLORADA	BAJADA COLORADA	397	14	v.1
3336	3336		TERMAS VILLAVICENCIO	TERMAS VILLAVICENCIO	369	12	v.1
4939	4939		EL MOJON	EL MOJON	531	21	v.1
4485	4485		COLONIA CAVOUR	COLONIA CAVOUR	524	20	v.1
329	329		FAIR	FAIR	55	1	v.1
4375	4375		LAGO POSADAS	LAGO POSADAS	497	19	v.1
2285	2285		KILOMETRO 489 ,AP.	KILOMETRO 489 ,AP.	254	6	v.1
3845	3845		LA CALDERA	LA CALDERA	455	16	v.1
4781	4781		SAN EUGENIO	SAN EUGENIO	514	20	v.1
911	911		TRONGE	TRONGE	6	1	v.1
5404	5404		SANTA ROSA DE LEALES	SANTA ROSA DE LEALES	567	23	v.1
2380	2380		ALDEA BRASILERA	ALDEA BRASILERA	265	7	v.1
5249	5249		EL MOLINO	EL MOLINO	570	23	v.1
3928	3928		RIO SECO	RIO SECO	444	16	v.1
2420	2420		COLONIA ARGENTINA	COLONIA ARGENTINA	266	7	v.1
380	380		GERLI	GERLI	54	1	v.1
2872	2872		AGUSTONI	AGUSTONI	305	10	v.1
1761	1761		LA POSTA	LA POSTA	221	5	v.1
5353	5353		MEDINAS	MEDINAS	570	23	v.1
935	935		VILLA ANGELICA ,EST,EL SOCORRO	VILLA ANGELICA ,EST,	13	1	v.1
1229	1229		KILOMETRO 884 ,EMB.	KILOMETRO 884 ,EMB.	184	3	v.1
1340	1340		ESCALANTE	ESCALANTE	190	4	v.1
4626	4626		KILOMETRO 468 ,EMB.	KILOMETRO 468 ,EMB.	522	20	v.1
971	971		VIRREYES ,EST.FACUNDO QUIROGA	VIRREYES ,EST.FACUND	129	1	v.1
3813	3813		ESTECO	ESTECO	437	16	v.1
879	879		STROEDER	STROEDER	59	1	v.1
4368	4368		HILL STATION	HILL STATION	495	19	v.1
4495	4495		CHOVET	CHOVET	502	20	v.1
41521097	5498	4705	POZO DE MISTOL	POZO DE MISTOL	154	2	v.1
5048	5048		PASO DE LOS OSCARES	PASO DE LOS OSCARES	556	21	v.1
768	768	1886	RANELAGH	RANELAGH	73	1	v.1
3556	3556		MORENO, MARIANO	MORENO, MARIANO	408	14	v.1
3363	3363		ARISTOBULO DEL VALLE	ARISTOBULO DEL VALLE	379	13	v.1
146	146		CABILDO	CABILDO	18	1	v.1
5361	5361		MUNDO NUEVO	MUNDO NUEVO	573	23	v.1
1846	1846		LOS QUEBRACHITOS	LOS QUEBRACHITOS	205	5	v.1
622	622		MIRA PAMPA	MIRA PAMPA	58	1	v.1
1633	1633		EL ZAINO ,AP.	EL ZAINO ,AP.	205	5	v.1
1912	1912		PACHECO DE MELO	PACHECO DE MELO	208	5	v.1
1251	1251		LOS FRENTONES	LOS FRENTONES	177	3	v.1
4347	4347		EL CERRITO	EL CERRITO	499	19	v.1
2969	2969		REMECO	REMECO	308	10	v.1
4150	4150		CHISCHACA ,DV.	CHISCHACA ,DV.	481	18	v.1
4669	4669		LOGROÑO	LOGROÑO	522	20	v.1
2633	2633		CORONEL ARGENTINO LARRABURE	CORONEL ARGENTINO LA	278	8	v.1
1557	1557		COLONIA WALTELINA	COLONIA WALTELINA	210	5	v.1
2778	2778		LA MENDIETA	LA MENDIETA	300	9	v.1
5296	5296		KILOMETRO 1254 ,AP.	KILOMETRO 1254 ,AP.	574	23	v.1
1125	1125		SAN ISIDRO	SAN ISIDRO	154	2	v.1
2603	2603		VILLA ELISA	VILLA ELISA	268	7	v.1
209	209		CLAROMECO	CLAROMECO	63	1	v.1
1581	1581		CUATRO CAMINOS	CUATRO CAMINOS	216	5	v.1
693	693		PASO MAYOR	PASO MAYOR	127	1	v.1
3461	3461		PUERTO OASIS	PUERTO OASIS	386	13	v.1
2161	2161		VILLA VISO	VILLA VISO	217	5	v.1
5394	5394		SAN JOSE	SAN JOSE	572	23	v.1
4665	4665		LAZZARINO	LAZZARINO	502	20	v.1
2882	2882		ATREUCO	ATREUCO	313	10	v.1
2375	2375		"1° DE MAYO"	"1° DE MAYO"	261	7	v.1
4644	4644		LA VANGUARDIA	LA VANGUARDIA	505	20	v.1
2863	2863		VILLA ACHAVAL	VILLA ACHAVAL	291	9	v.1
639	639		MOQUEHUA	MOQUEHUA	72	1	v.1
3137	3137		TOTORAL	TOTORAL	349	11	v.1
5154	5154		DESTACAMENTO NAVAL ORCADAS	DESTACAMENTO NAVAL O	563	22	v.1
2751	2751		EL QUEMADO	EL QUEMADO	300	9	v.1
3417	3417		KILOMETRO 538 ,AP.	KILOMETRO 538 ,AP.	378	13	v.1
5155	5155		DESTACAMENTO NAVAL TENIENTE CAMARA	DESTACAMENTO NAVAL T	563	22	v.1
1597	1597		EL ARAÑADO	EL ARAÑADO	210	5	v.1
981	981	2800	ZARATE	ZARATE	53	1	v.1
4226	4226		LAS ISLETAS	LAS ISLETAS	488	18	v.1
4094	4094		TUCUNUCO ,EMB.	TUCUNUCO ,EMB.	460	17	v.1
3339	3339		TROPERO SOSA ,EMP.	TROPERO SOSA ,EMP.	369	12	v.1
115	115		BAUDRIX	BAUDRIX	14	1	v.1
3793	3793		EL BORDO	EL BORDO	447	16	v.1
5227	5227		CIUDACITA	CIUDACITA	570	23	v.1
1872	1872		MATTALDI	MATTALDI	224	5	v.1
1006	1006		AZAMPAY	AZAMPAY	156	2	v.1
4464	4464	3066	CAMPO GARAY	CAMPO GARAY	522	20	v.1
4765	4765	3011	SA PEREYRA	SA PEREYRA	524	20	v.1
5344	5344		LUISIANA	LUISIANA	568	23	v.1
3740	3740		ANGOSTURA	ANGOSTURA	438	16	v.1
4414	4414		AARON CASTELLANOS	AARON CASTELLANOS	502	20	v.1
4301	4301		TRAVESIA	TRAVESIA	481	18	v.1
102	102		BANDERALO	BANDERALO	64	1	v.1
3570	3570		PUERTO HUEMUL	PUERTO HUEMUL	411	14	v.1
5163	5163		LAPATAIA	LAPATAIA	558	22	v.1
1578	1578		CRUZ DEL QUEMADO	CRUZ DEL QUEMADO	204	5	v.1
2093	2093		TICINO	TICINO	220	5	v.1
1529	1529		CINTRA	CINTRA	216	5	v.1
2770	2770		KILOMETRO 1247	KILOMETRO 1247	302	9	v.1
1806	1806		LAS TAPIAS	LAS TAPIAS	228	5	v.1
2915	2915		FALUCHO	FALUCHO	304	10	v.1
3142	3142		VILLA CASTELLI	VILLA CASTELLI	351	11	v.1
1540	1540		COLONIA EL CARMEN	COLONIA EL CARMEN	203	5	v.1
278	278	1116	DON TORCUATO	DON TORCUATO	4	1	v.1
4734	4734		POZO BORRADO	POZO BORRADO	522	20	v.1
3410	3410		GOBERNADOR ROCA	GOBERNADOR ROCA	387	13	v.1
1492	1492		CAPILLA DE SITON	CAPILLA DE SITON	204	5	v.1
2911	2911		DORILA	DORILA	327	10	v.1
1376	1376		MALASPINA	MALASPINA	194	4	v.1
2868	2868		YUTO	YUTO	287	9	v.1
2227	2227		COSTA GRANDE	COSTA GRANDE	246	6	v.1
96	96		BALCARCE	BALCARCE	62	1	v.1
3087	3087		MASCASIN	MASCASIN	349	11	v.1
2620	2620		BARTOLOME DE LAS CASAS	BARTOLOME DE LAS CAS	278	8	v.1
4576	4576		GENERAL GELLY	GENERAL GELLY	505	20	v.1
1365	1365		LAGO BLANCO	LAGO BLANCO	188	4	v.1
135	135		BONNEMENT ,AP.	BONNEMENT ,AP.	79	1	v.1
695	695		PASTEUR	PASTEUR	46	1	v.1
1973	1973		QUISQUIZACATE ,AP.	QUISQUIZACATE ,AP.	213	5	v.1
4309	4309		VILLA LA QUEBRADA	VILLA LA QUEBRADA	479	18	v.1
4124	4124		BALCARCE	BALCARCE	480	18	v.1
1189	1189		CORZUELA	CORZUELA	179	3	v.1
2188	2188		BERON DE ASTRADA	BERON DE ASTRADA	244	6	v.1
2030	2030		SAN IGNACIO	SAN IGNACIO	218	5	v.1
4059	4059		PACHIMOCO	PACHIMOCO	460	17	v.1
3174	3174		CAMPOS, GASPAR	CAMPOS, GASPAR	365	12	v.1
244	244		CORREAS, IGNACIO	CORREAS, IGNACIO	9	1	v.1
1641	1641		ESPINILLO	ESPINILLO	203	5	v.1
4008	4008		CIENAGUITA	CIENAGUITA	470	17	v.1
5352	5352		MATE DE LUNA	MATE DE LUNA	574	23	v.1
4834	4834		TEODELINA	TEODELINA	502	20	v.1
3253	3253		LA HULLERA	LA HULLERA	369	12	v.1
2158	2158		VILLA TULUMBA	VILLA TULUMBA	227	5	v.1
1094	1094		MIRAFLORES	MIRAFLORES	145	2	v.1
1855	1855		LUQUE	LUQUE	226	5	v.1
3437	3437	3300	POSADAS	POSADAS	393	13	v.1
3330	3330		SAN MIGUEL	SAN MIGUEL	359	12	v.1
4782	4782		SAN FABIAN	SAN FABIAN	514	20	v.1
5476	5476		JUAN DE GARAY	JUAN DE GARAY		20	v.1
810	810		SAN ANTONIO DE PADUA	SAN ANTONIO DE PADUA	19	1	v.1
1736	1736		LA CUMBRE	LA CUMBRE	207	5	v.1
1339	1339		EPUYEN	EPUYEN	193	4	v.1
4755	4755	3018	RECREO	RECREO	508	20	v.1
254	254		DARREGUEIRA	DARREGUEIRA	2	1	v.1
1998	1998		RUIZ DIAZ DE GUZMAN	RUIZ DIAZ DE GUZMAN	229	5	v.1
934	934		VILLA ADELINA	VILLA ADELINA	12	1	v.1
3353	3353		VILLANUEVA, ARISTIDES	VILLANUEVA, ARISTIDE	355	12	v.1
3296	3296		PAMPA DEL TIGRE	PAMPA DEL TIGRE	365	12	v.1
3323	3323		RUSSELL	RUSSELL	363	12	v.1
1887	1887		MONTE REDONDO ,EST.	MONTE REDONDO ,EST.	210	5	v.1
4966	4966		ISCA YACU	ISCA YACU	545	21	v.1
3781	3781		CORONEL MOLDES	CORONEL MOLDES	429	16	v.1
3264	3264	5539	LAS HERAS ,EST.CABINA TAMARINDOS	LAS HERAS ,EST.CABIN	369	12	v.1
5185	5185		ACEQUIONES	ACEQUIONES	565	23	v.1
5413	5413		TAFI DEL VALLE	TAFI DEL VALLE	571	23	v.1
4568	4568		FRONTERA	FRONTERA	511	20	v.1
83	83		AVESTRUZ	AVESTRUZ	43	1	v.1
3055	3055		LA AGUADITA	LA AGUADITA	347	11	v.1
4813	4813	3025	SANTO DOMINGO	SANTO DOMINGO	524	20	v.1
3604	3604		CHACAY HUARRUCA	CHACAY HUARRUCA	418	15	v.1
4901	4901		BARRIALITO	BARRIALITO	533	21	v.1
5328	5328		LAS CEJAS	LAS CEJAS	568	23	v.1
2404	2404		BENITO LEGEREN ,AP.	BENITO LEGEREN ,AP.	272	7	v.1
2210	2210		COLONIA GARABI	COLONIA GARABI	254	6	v.1
571	571	1854	LONGCHAMPS	LONGCHAMPS	28	1	v.1
1203	1203		GENERAL VEDIA	GENERAL VEDIA	176	3	v.1
3349	3349		VILLA HIPODROMO	VILLA HIPODROMO	364	12	v.1
1579	1579		CRUZ GRANDE	CRUZ GRANDE	207	5	v.1
727	727		PIÑEYRO	PIÑEYRO	69	1	v.1
2700	2700		SAN RAMON	SAN RAMON	278	8	v.1
1897	1897		NUEVA ALDALUCIA	NUEVA ALDALUCIA	221	5	v.1
200	200		CHICLANA	CHICLANA	11	1	v.1
3060	3060		LA CIENAGA	LA CIENAGA	343	11	v.1
5131	5131		VILLA SAN MARTIN ,EST.LORETO	VILLA SAN MARTIN ,ES	555	21	v.1
1447	1447		BALNEARIA	BALNEARIA	210	5	v.1
2884	2884		BERNARDO LARROUDE	BERNARDO LARROUDE	315	10	v.1
4392	4392		PAMPA ALTA ,EMB.	PAMPA ALTA ,EMB.	496	19	v.1
2177	2177		ANGUA	ANGUA	242	6	v.1
1882	1882		MONTE DE LOS GAUCHOS	MONTE DE LOS GAUCHOS	203	5	v.1
2310	2310	3470	MERCEDES	MERCEDES	241	6	v.1
2041	2041		SAN MARCOS	SAN MARCOS	216	5	v.1
4888	4888		ANTONIO E. TALBOT ,AP.	ANTONIO E. TALBOT ,A	536	21	v.1
2228	2228		CRUCESITA	CRUCESITA	248	6	v.1
2307	2307		MALVINAS	MALVINAS	257	6	v.1
5128	5128		VILLA PALMAR	VILLA PALMAR	530	21	v.1
822	822		SAN FRANCISCO SOLANO ,PDA.KILOMETRO 26	SAN FRANCISCO SOLANO	74	1	v.1
1873	1873		MEDIA LUNA	MEDIA LUNA	205	5	v.1
94	94		BAIGORRITA	BAIGORRITA	60	1	v.1
1718	1718		KILOMETRO 859 ,AP.	KILOMETRO 859 ,AP.	219	5	v.1
5171	5171		PUERTO REMOLINO	PUERTO REMOLINO	558	22	v.1
2680	2680		PALMA SOLA	PALMA SOLA	279	8	v.1
2530	2530		MAGNASCO, OSVALDO	MAGNASCO, OSVALDO	272	7	v.1
140	140		BOSQUES	BOSQUES	80	1	v.1
2627	2627		COLONIA ALTO ALEGRE	COLONIA ALTO ALEGRE	278	8	v.1
4282	4282	5700	SAN LUIS	SAN LUIS	481	18	v.1
2653	2653		GENERAL FRANCISCO BASILIANO BOSCH	GENERAL FRANCISCO BA	280	8	v.1
92	92	1043	BAHIA BLANCA	BAHIA BLANCA	18	1	v.1
1848	1848		LOS SAUCES	LOS SAUCES	222	5	v.1
3947	3947		SANTA VICTORIA	SANTA VICTORIA	436	16	v.1
1990	1990		RIVERA INDARTE	RIVERA INDARTE	213	5	v.1
847	847		SANTA INES	SANTA INES	101	1	v.1
1048	1048		FUERTE QUEMADO	FUERTE QUEMADO	151	2	v.1
3226	3226		GENERAL ORTEGA	GENERAL ORTEGA	363	12	v.1
3254	3254		LA MARZOLINA	LA MARZOLINA	365	12	v.1
2929	2929		INGENIERO LUIGGI	INGENIERO LUIGGI	304	10	v.1
2348	2348		SAN COSME	SAN COSME	258	6	v.1
4741	4741		PUEBLO NUEVO	PUEBLO NUEVO	503	20	v.1
3870	3870		LORO HUASI	LORO HUASI	442	16	v.1
4427	4427		ANDINO	ANDINO	510	20	v.1
3449	3449		PUERTO ESPAÑA	PUERTO ESPAÑA	387	13	v.1
2242	2242		FERNANDEZ, PEDRO R.,EST.M.F.MANSILLA	FERNANDEZ, PEDRO R.,	236	6	v.1
3963	3963		TARTAGAL	TARTAGAL	444	16	v.1
3043	3043		EL POTRERILLO	EL POTRERILLO	340	11	v.1
681	681		ORTIZ BASUALDO	ORTIZ BASUALDO	13	1	v.1
4788	4788	3005	SAN JAVIER	SAN JAVIER	507	20	v.1
2626	2626		CLORINDA	CLORINDA	279	8	v.1
2034	2034		SAN JOSE	SAN JOSE	228	5	v.1
5201	5201		ARBOLES GRANDES	ARBOLES GRANDES	572	23	v.1
3064	3064		LA MERCED	LA MERCED	347	11	v.1
1147	1147		TELARITOS	TELARITOS	145	2	v.1
3631	3631		FITALANCAO	FITALANCAO	418	15	v.1
3851	3851		LA ISLA	LA ISLA	448	16	v.1
2039	2039		SAN LORENZO	SAN LORENZO	215	5	v.1
4637	4637	3057	LA GALLARETA	LA GALLARETA	521	20	v.1
104	104	2942	BARADERO	BARADERO	30	1	v.1
1079	1079		LAS CAÑAS	LAS CAÑAS	148	2	v.1
1269	1269		PAMPA GUANACO	PAMPA GUANACO	177	3	v.1
4456	4456		BIGAND	BIGAND	513	20	v.1
3833	3833		KILOMETRO 1125 ,DV.	KILOMETRO 1125 ,DV.	455	16	v.1
4708	4708	3032	NELSON	NELSON	508	20	v.1
2171	2171		ACUÑA	ACUÑA	237	6	v.1
3666	3666		LA ESPERANZA	LA ESPERANZA	416	15	v.1
1270	1270		POZO DEL INDIO ,DV.	POZO DEL INDIO ,DV.	186	3	v.1
