"id"	"codigo_localidad"	"codigo_postal"	"nombre_localidad"	"nombre_localidad_resumido"	"id_departamento"	"id_provincia"	"ver"
2455	2455		EL PALENQUE ,AP.	EL PALENQUE ,AP.	266	7	v.1
4055	4055		NIQUIVIL NUEVO	NIQUIVIL NUEVO	460	17	v.1
5193	5193		ALTO DE MEDINA	ALTO DE MEDINA	564	23	v.1
2743	2743		EL BRETE	EL BRETE	291	9	v.1
2504	2504		LA CLARITA	LA CLARITA	268	7	v.1
2356	2356		SANTA LUCIA	SANTA LUCIA	248	6	v.1
1555	1555		COLONIA VIDELA	COLONIA VIDELA	226	5	v.1
2560	2560		PUEBLO ARRUA ,EST.ALCARAZ	PUEBLO ARRUA ,EST.AL	273	7	v.1
2002	2002		SAIRA	SAIRA	209	5	v.1
3843	3843		KILOMETRO 1448	KILOMETRO 1448	444	16	v.1
3006	3006		ANJULLON	ANJULLON	331	11	v.1
402	402		GOROSTIAGA	GOROSTIAGA	72	1	v.1
953	953		VILLA HARDING GREEN	VILLA HARDING GREEN	18	1	v.1
428	428		HIRSCH, MAURICIO	HIRSCH, MAURICIO	71	1	v.1
1814	1814		LEDESMA, ALEJO	LEDESMA, ALEJO	209	5	v.1
3578	3578		SANICO	SANICO	397	14	v.1
672	672		OLIVERA, NICANOR ,EST.LA DULCE	OLIVERA, NICANOR ,ES	99	1	v.1
4480	4480		CASAS	CASAS	523	20	v.1
178	178		CASARES, VICENTE	CASARES, VICENTE	27	1	v.1
4325	4325		BAJO FUEGO	BAJO FUEGO	498	19	v.1
872	872		SOSA, INOCENCIO	SOSA, INOCENCIO	11	1	v.1
1611	1611		EL FUERTECITO	EL FUERTECITO	210	5	v.1
4991	4991		LA AURORA	LA AURORA	528	21	v.1
516	516		LA PROVIDENCIA	LA PROVIDENCIA	77	1	v.1
158	158		CAN, ROBERTO	CAN, ROBERTO	87	1	v.1
1459	1459		BOUWER	BOUWER	214	5	v.1
5205	5205		BAJASTINE	BAJASTINE	572	23	v.1
5105	5105	4220	TERMAS DE RIO HONDO	TERMAS DE RIO HONDO	533	21	v.1
3081	3081		LOS SARMIENTOS	LOS SARMIENTOS	339	11	v.1
1168	1168		CHARATA	CHARATA	168	3	v.1
4248	4248		MOSMOTA	MOSMOTA	481	18	v.1
3352	3352		VILLA SECA	VILLA SECA	367	12	v.1
506	506		LA NEGRA	LA NEGRA	99	1	v.1
4697	4697		MOLINA, JUAN B.	MOLINA, JUAN B.	505	20	v.1
4335	4335		CAÑADON 11 DE SEPTIEMBRE	CAÑADON 11 DE SEPTIE	498	19	v.1
4131	4131		BALDE VIEJO	BALDE VIEJO	484	18	v.1
4763	4763	6100	RUFINO	RUFINO	502	20	v.1
1932	1932		PIEDRITAS ROSADAS	PIEDRITAS ROSADAS	217	5	v.1
2571	2571		ROCAMORA	ROCAMORA	261	7	v.1
4714	4714		OLIVEROS	OLIVEROS	510	20	v.1
2813	2813		PUESTO GRANDE	PUESTO GRANDE	297	9	v.1
1989	1989		RIO TERCERO	RIO TERCERO	211	5	v.1
5436	5436		VIPOS	VIPOS	565	23	v.1
4523	4523	2103	CORONEL BOGADO	CORONEL BOGADO	503	20	v.1
2728	2728		CASPALA	CASPALA	295	9	v.1
800	800		SALAZAR	SALAZAR	40	1	v.1
4547	4547	3029	ELISA	ELISA	524	20	v.1
1405	1405		UZCUDUM	UZCUDUM	194	4	v.1
4742	4742		PUERTO GABOTO	PUERTO GABOTO	514	20	v.1
5277	5277		INGENIO LA ESPERANZA	INGENIO LA ESPERANZA	568	23	v.1
126	126		BERRAONDO	BERRAONDO	75	1	v.1
3168	3168		BOWEN	BOWEN	365	12	v.1
3122	3122		SAN SOLANO	SAN SOLANO	332	11	v.1
5099	5099		SUMAMPA	SUMAMPA	542	21	v.1
652	652		NAPALEOFU	NAPALEOFU	62	1	v.1
1448	1448		BAÑADO DE SOTO	BAÑADO DE SOTO	222	5	v.1
5287	5287		INGENIO SANTA LUCIA	INGENIO SANTA LUCIA	566	23	v.1
282	282		DRYSDALE	DRYSDALE	101	1	v.1
2176	2176		ALVEAR	ALVEAR	238	6	v.1
5238	5238		DIQUE EL CADILLAL	DIQUE EL CADILLAL	574	23	v.1
677	677		ORDOQUI	ORDOQUI	71	1	v.1
406	406		GRACIARENA	GRACIARENA	81	1	v.1
1616	1616		EL PAYADOR ,AP.	EL PAYADOR ,AP.	205	5	v.1
2876	2876		ALTA ITALIA	ALTA ITALIA	304	10	v.1
907	907		TRES LOMAS	TRES LOMAS	78	1	v.1
2362	2362		TACUARAL	TACUARAL	253	6	v.1
3197	3197		DESAGUADERO	DESAGUADERO	366	12	v.1
3057	3057		LA BANDA	LA BANDA	344	11	v.1
1345	1345		GARAYALDE	GARAYALDE	194	4	v.1
1277	1277		PUERTO VILELAS	PUERTO VILELAS	162	3	v.1
12	12		ABEL	ABEL	11	1	v.1
2344	2344		SALADAS	SALADAS	242	6	v.1
2570	2570		RINCON DE NOGOYA	RINCON DE NOGOYA	269	7	v.1
474	474		KILOMETRO 34 ,AP.	KILOMETRO 34 ,AP.	65	1	v.1
759	759	1878	QUILMES	QUILMES	74	1	v.1
1253	1253		LOS QUEBRACHITOS	LOS QUEBRACHITOS	171	3	v.1
4958	4958		HERRERA	HERRERA	544	21	v.1
2203	2203		CHAVARRIA	CHAVARRIA	236	6	v.1
2972	2972		ROLON	ROLON	313	10	v.1
4877	4877		AGUSTINA LIBARONA	AGUSTINA LIBARONA	530	21	v.1
1937	1937		PIQUILLIN	PIQUILLIN	221	5	v.1
2449	2449		DURAZNO	DURAZNO	263	7	v.1
943	943		VILLA DIAMANTE	VILLA DIAMANTE	8	1	v.1
37	37		ALMIRANTE SOLIER	ALMIRANTE SOLIER	29	1	v.1
4374	4374		LAGO CARDIEL	LAGO CARDIEL	497	19	v.1
3295	3295		PALMIRA	PALMIRA	371	12	v.1
3039	3039		EL CHIFLON	EL CHIFLON	337	11	v.1
5355	5355		MILLAN, DOMINGO	MILLAN, DOMINGO	572	23	v.1
2134	2134		VILLA DOLORES	VILLA DOLORES	228	5	v.1
1720	1720		KILOMETRO 881 ,EMB.	KILOMETRO 881 ,EMB.	219	5	v.1
4605	4605		INGENIERO BOASI	INGENIERO BOASI	524	20	v.1
599	599		MAR DE AJO	MAR DE AJO	123	1	v.1
4332	4332		CABO VIRGENES	CABO VIRGENES	495	19	v.1
2435	2435		COLONIA NUEVA ALEMANIA	COLONIA NUEVA ALEMAN	270	7	v.1
5313	5313		LA CAÑADA	LA CAÑADA	572	23	v.1
205	205		CITY BELL	CITY BELL	9	1	v.1
3794	3794		EL BOTIN	EL BOTIN	436	16	v.1
2830	2830		SAN JUAN DE PALCA	SAN JUAN DE PALCA	297	9	v.1
4298	4298		TORO NEGRO	TORO NEGRO	479	18	v.1
2051	2051		SAN SEVERO	SAN SEVERO	216	5	v.1
2491	2491		KILOMETRO 183,AP.	KILOMETRO 183,AP.	263	7	v.1
1452	1452		BELL VILLE	BELL VILLE	216	5	v.1
4861	4861		VILLA GUILLERMINA	VILLA GUILLERMINA	504	20	v.1
3383	3383		CERRO CORA	CERRO CORA	383	13	v.1
3984	3984		ADAN QUIROGA	ADAN QUIROGA	460	17	v.1
3668	3668		LAGUNA BLANCA	LAGUNA BLANCA	424	15	v.1
970	970		VIÑA	VIÑA	49	1	v.1
5093	5093		SIMBOL	SIMBOL	538	21	v.1
3164	3164		BARDAS BLANCAS	BARDAS BLANCAS	357	12	v.1
937	937		VILLA BARILARI	VILLA BARILARI	54	1	v.1
1688	1688		JESUS MARIA	JESUS MARIA	205	5	v.1
2045	2045		SAN PEDRO	SAN PEDRO	214	5	v.1
2414	2414		CERRITO ,EST.COLONIA CERRITO	CERRITO ,EST.COLONIA	266	7	v.1
2587	2587		SEGUI	SEGUI	266	7	v.1
4564	4564		FLORIDA	FLORIDA	521	20	v.1
2483	2483		HERRERA	HERRERA	261	7	v.1
1105	1105		POMAN	POMAN	159	2	v.1
2804	2804		PALCA DE APARZO	PALCA DE APARZO	293	9	v.1
4442	4442	3001	ARROYO LEYES	ARROYO LEYES	508	20	v.1
4603	4603		IBARLUCEA	IBARLUCEA	503	20	v.1
293	293		EL DIVISORIO	EL DIVISORIO	107	1	v.1
1789	1789		LAS CHACRAS	LAS CHACRAS	207	5	v.1
1334	1334		EL MIRASOL	EL MIRASOL	189	4	v.1
2011	2011		SAN AGUSTIN	SAN AGUSTIN	218	5	v.1
4969	4969		KILOMETRO 101 ,PDA.	KILOMETRO 101 ,PDA.	532	21	v.1
21239858	5493	3103	LIBERTADOR SAN MARTIN	LIBERTADOR SAN MARTI	265	7	v.1
5000	5000		LA PALOMA ,EMB.	LA PALOMA ,EMB.	529	21	v.1
1921	1921		PASO VIEJO	PASO VIEJO	222	5	v.1
3860	3860		LAS CAPILLAS	LAS CAPILLAS	441	16	v.1
2790	2790		MADREJON	MADREJON	291	9	v.1
3107	3107		PUERTO ALEGRE	PUERTO ALEGRE	345	11	v.1
59	59		ARBOLEDAS	ARBOLEDAS	40	1	v.1
840	840		SAN VICENTE	SAN VICENTE	26	1	v.1
5350	5350		MANANTIAL	MANANTIAL	571	23	v.1
1136	1136		SANTA ROSA	SANTA ROSA	154	2	v.1
3530	3530		COLLON CURA	COLLON CURA	397	14	v.1
3462	3462		PUERTO ORO VERDE	PUERTO ORO VERDE	386	13	v.1
1467	1467		CABANA	CABANA	205	5	v.1
3103	3103		PITUIL	PITUIL	340	11	v.1
4996	4996		LA FRAGUA	LA FRAGUA	531	21	v.1
1784	1784		LAS BAJADAS	LAS BAJADAS	218	5	v.1
2727	2727		CASABINDO	CASABINDO	288	9	v.1
597	597		MAPIS	MAPIS	77	1	v.1
4137	4137		BUENA ESPERANZA	BUENA ESPERANZA	486	18	v.1
368	368		GENERAL LAVALLE	GENERAL LAVALLE	123	1	v.1
2376	2376		"20 DE SEPTIEMBRE"	"20 DE SEPTIEMBRE"	262	7	v.1
464	464		JUANCHO	JUANCHO	121	1	v.1
3792	3792		EL BORDO	EL BORDO	435	16	v.1
4487	4487	3038	CAYASTACITO	CAYASTACITO	517	20	v.1
4921	4921		CLODOMIRA	CLODOMIRA	528	21	v.1
4475	4475		CARMEN	CARMEN	502	20	v.1
2968	2968		RELMO	RELMO	319	10	v.1
3083	3083		MACHIGASTA	MACHIGASTA	334	11	v.1
2735	2735		CHURQUI	CHURQUI	297	9	v.1
1793	1793		LAS HIGUERAS	LAS HIGUERAS	203	5	v.1
2377	2377		ACHAGUE	ACHAGUE	263	7	v.1
4878	4878		AHI VEREMOS	AHI VEREMOS	531	21	v.1
3041	3041		EL MOLLAR	EL MOLLAR	348	11	v.1
4684	4684		MAGGIOLO	MAGGIOLO	502	20	v.1
4231	4231		LIBERTADOR GENERAL SAN MARTIN	LIBERTADOR GENERAL S	492	18	v.1
3318	3318		RINCON DEL ATUEL ,EST.ING.BALLOFFET	RINCON DEL ATUEL ,ES	355	12	v.1
884	884		TABLADA	TABLADA	3	1	v.1
3599	3599		BUENA PARADA	BUENA PARADA	422	15	v.1
4799	4799		SAN PEDRO	SAN PEDRO	508	20	v.1
2342	2342		RIACHUELO	RIACHUELO	247	6	v.1
680	680		ORMA, ADOLFO F. ,AP.	ORMA, ADOLFO F. ,AP.	9	1	v.1
1026	1026		CONCEPCION	CONCEPCION	145	2	v.1
3985	3985		ALBARDON	ALBARDON	461	17	v.1
643	643		MORSE	MORSE	20	1	v.1
1087	1087		LORO HUASI	LORO HUASI	151	2	v.1
3970	3970		TONONO	TONONO	444	16	v.1
4411	4411		TRES CERROS	TRES CERROS	496	19	v.1
2121	2121		VILLA COLANCHANGA	VILLA COLANCHANGA	205	5	v.1
3611	3611		CINCO SALTOS	CINCO SALTOS	419	15	v.1
5242	5242		EL BRACHO	EL BRACHO	568	23	v.1
5044	5044		PAMPA DE LOS GUANACOS	PAMPA DE LOS GUANACO	551	21	v.1
2127	2127		VILLA DE MARIA	VILLA DE MARIA	212	5	v.1
4138	4138		CALDENADAS	CALDENADAS	483	18	v.1
4184	4184		EL SAUCE	EL SAUCE	480	18	v.1
678	678		ORENSE	ORENSE	63	1	v.1
3393	3393		CUÑAPIRU	CUÑAPIRU	386	13	v.1
1539	1539		COLONIA COYUNDA	COLONIA COYUNDA	210	5	v.1
1726	1726		LA BISMUTINA	LA BISMUTINA	206	5	v.1
5191	5191		ALPACHIRI	ALPACHIRI	570	23	v.1
3959	3959		TACA TACA ,EST.	TACA TACA ,EST.	443	16	v.1
2541	2541	3150	NOGOYA	NOGOYA	262	7	v.1
685	685		PADILLA, MIGUEL MANUEL ,EST.	PADILLA, MIGUEL MANU	48	1	v.1
5124	5124		VILLA MATILDE	VILLA MATILDE	529	21	v.1
2110	2110		VELEZ SARSFIELD, DALMACIO ,AP.	VELEZ SARSFIELD, DAL	213	5	v.1
1418	1418		ALPA CORRAL	ALPA CORRAL	203	5	v.1
4253	4253		NUEVA CONSTITUCION	NUEVA CONSTITUCION	482	18	v.1
4977	4977		KILOMETRO 436 ,DV.	KILOMETRO 436 ,DV.	546	21	v.1
2317	2317		NUESTRA SEÑORA DEL ROSARIO DE CAA CATI	NUESTRA SEÑORA DEL R	253	6	v.1
3911	3911		POZO BRAVO	POZO BRAVO	444	16	v.1
3569	3569		PUERTO HUA-HUM	PUERTO HUA-HUM	413	14	v.1
2720	2720		BORDO LA ISLA	BORDO LA ISLA	289	9	v.1
1928	1928		PIEDRA BLANCA	PIEDRA BLANCA	203	5	v.1
4254	4254		NUEVA ESCOCIA	NUEVA ESCOCIA	488	18	v.1
3789	3789		DRAGONES	DRAGONES	444	16	v.1
2659	2659		INGENIERO GUILLERMO N.JUAREZ	INGENIERO GUILLERMO 	283	8	v.1
4607	4607		INTIYACO	INTIYACO	521	20	v.1
2858	2858		TURU TARI	TURU TARI	296	9	v.1
1826	1826		LOS CHAÑARES	LOS CHAÑARES	204	5	v.1
2044	2044		SAN PEDRO	SAN PEDRO	215	5	v.1
4457	4457		BOMBAL	BOMBAL	505	20	v.1
4280	4280		SAN ISIDRO	SAN ISIDRO	491	18	v.1
3512	3512		BOTE	BOTE	399	14	v.1
2088	2088		TANTI NUEVO	TANTI NUEVO	207	5	v.1
3596	3596		BARDA DEL MEDIO ,EST.KM 1218	BARDA DEL MEDIO ,EST	419	15	v.1
4492	4492		CHAÑAR LADEADO	CHAÑAR LADEADO	513	20	v.1
4771	4771		SAN ANTONIO DE OBLIGADO	SAN ANTONIO DE OBLIG	504	20	v.1
1702	1702		KILOMETRO 466 ,DV.	KILOMETRO 466 ,DV.	209	5	v.1
1213	1213		KILOMETRO 34 ,EMB.	KILOMETRO 34 ,EMB.	165	3	v.1
3423	3423		LAS TUNAS	LAS TUNAS	378	13	v.1
2031	2031		SAN IGNACIO	SAN IGNACIO	222	5	v.1
1314	1314		CAMPAMENTO I	CAMPAMENTO I	190	4	v.1
4527	4527		CORREA	CORREA	510	20	v.1
5184	5184		"7 DE ABRIL"	"7 DE ABRIL"	564	23	v.1
5176	5176		SAN JUSTO	SAN JUSTO	561	22	v.1
3954	3954		SENDA HACHADA	SENDA HACHADA	444	16	v.1
3737	3737		AMBLAYO	AMBLAYO	438	16	v.1
2883	2883		BAJO DE LAS PALOMAS	BAJO DE LAS PALOMAS	314	10	v.1
5212	5212		BURRUYACU	BURRUYACU	564	23	v.1
4638	4638	3001	LA GUARDIA	LA GUARDIA	508	20	v.1
4385	4385		MATA AMARILLA	MATA AMARILLA	499	19	v.1
152	152		CALVO	CALVO	42	1	v.1
1273	1273		PRESIDENCIA ROQUE SAENZ PEÑA	PRESIDENCIA ROQUE SA	172	3	v.1
4982	4982		KILOMETRO 546 ,AP.	KILOMETRO 546 ,AP.	552	21	v.1
3017	3017		CAMPANAS	CAMPANAS	340	11	v.1
255	255		DE BARY	DE BARY	78	1	v.1
1287	1287		SIMBOLAR	SIMBOLAR	166	3	v.1
2980	2980		TOAY	TOAY	314	10	v.1
3936	3936		SAN AGUSTIN	SAN AGUSTIN	436	16	v.1
3125	3125		SANTA CRUZ	SANTA CRUZ	340	11	v.1
1049	1049		GUAYAMBA	GUAYAMBA	147	2	v.1
3935	3935	4400	SALTA	SALTA	451	16	v.1
5481	5481		MONTE OSCURIDAD	MONTE OSCURIDAD		20	v.1
777	777		RIO LUJAN ,EST.	RIO LUJAN ,EST.	85	1	v.1
1619	1619		EL PONIENTE	EL PONIENTE	215	5	v.1
2304	2304		LORETO	LORETO	255	6	v.1
288	288		DURAÑONA	DURAÑONA	77	1	v.1
755	755		QUEQUEN	QUEQUEN	114	1	v.1
3068	3068		LA RIOJA	LA RIOJA	345	11	v.1
4956	4956		GUARDIA ESCOLTA	GUARDIA ESCOLTA	539	21	v.1
2234	2234		DIAZ COLODRERO,PEDRO	DIAZ COLODRERO,PEDRO	239	6	v.1
435	435		HURLINGHAM	HURLINGHAM	92	1	v.1
2538	2538		MONTIEL	MONTIEL	273	7	v.1
1388	1388		PUERTO VISSER	PUERTO VISSER	190	4	v.1
2721	2721		CAIMANCITO	CAIMANCITO	287	9	v.1
1958	1958		PUEBLO ITALIANO	PUEBLO ITALIANO	216	5	v.1
4994	4994		LA DONOSA	LA DONOSA	533	21	v.1
3589	3589		AGUADA CECILIO	AGUADA CECILIO	415	15	v.1
4688	4688		MARIA EUGENIA	MARIA EUGENIA	509	20	v.1
4197	4197		KILOMETRO 731	KILOMETRO 731	488	18	v.1
61	61		ARENALES ,EST.	ARENALES ,EST.	45	1	v.1
4698	4698		MOLINAS, NICANOR E.	MOLINAS, NICANOR E.	504	20	v.1
2951	2951		METILEO	METILEO	311	10	v.1
3538	3538		EL HUECU	EL HUECU	410	14	v.1
4068	4068		POCITO	POCITO	471	17	v.1
4372	4372		LA ARAGONESA	LA ARAGONESA	501	19	v.1
3204	3204		EL CHALLAO	EL CHALLAO	369	12	v.1
4469	4469		CAÑADA RICA ,EST.	CAÑADA RICA ,EST.	505	20	v.1
883	883		SUNDBLAD	SUNDBLAD	58	1	v.1
4508	4508		COLONIA DOLORES	COLONIA DOLORES	517	20	v.1
2616	2616		YERUA	YERUA	272	7	v.1
224	224		CONESA	CONESA	104	1	v.1
1002	1002		ANQUINCILA	ANQUINCILA	149	2	v.1
3451	3451		PUERTO GARUHAPE	PUERTO GARUHAPE	386	13	v.1
1171	1171		COLONIA AGRICOLA ABORIGEN CHACO	COLONIA AGRICOLA ABO	170	3	v.1
1039	1039		EL JUMEAL	EL JUMEAL	153	2	v.1
4265	4265		POZO DEL TALA	POZO DEL TALA	479	18	v.1
2205	2205		COLONIA BARRIENTOS	COLONIA BARRIENTOS	239	6	v.1
418	418		GUNTHER	GUNTHER	38	1	v.1
1530	1530		COLAZO	COLAZO	226	5	v.1
2475	2475		GOBERNADOR MANSILLA	GOBERNADOR MANSILLA	263	7	v.1
2606	2606		VILLA MARIA GRANDE	VILLA MARIA GRANDE	266	7	v.1
1274	1274		PUERTO BERMEJO	PUERTO BERMEJO	176	3	v.1
649	649		MURATURE, FRANCISCO	MURATURE, FRANCISCO	43	1	v.1
3841	3841		KILOMETRO 1357	KILOMETRO 1357	443	16	v.1
2372	2372		YAPEYU ,AP.	YAPEYU ,AP.	249	6	v.1
218	218		COLONIA SAN MIGUEL ARCANGEL	COLONIA SAN MIGUEL A	43	1	v.1
1775	1775		LAGUNA DEL MONTE	LAGUNA DEL MONTE	229	5	v.1
2760	2760		HUMAHUACA	HUMAHUACA	293	9	v.1
4017	4017		EL FICAL	EL FICAL	460	17	v.1
2165	2165		WATT ,EST.MELIDEO	WATT ,EST.MELIDEO	224	5	v.1
142	142		BRAGADO	BRAGADO	52	1	v.1
929	929		VICEALMIRANTE E.MONTES	VICEALMIRANTE E.MONT	4	1	v.1
4203	4203		LA ESQUINA	LA ESQUINA	488	18	v.1
882	882		SUIPACHA	SUIPACHA	138	1	v.1
1078	1078		LA VIÑA	LA VIÑA	150	2	v.1
1758	1758		LA PLAYA	LA PLAYA	206	5	v.1
2923	2923		GOBERNADOR DUVAL	GOBERNADOR DUVAL	329	10	v.1
3795	3795		EL CARRIL	EL CARRIL	449	16	v.1
2888	2888		CACHIRULO	CACHIRULO	314	10	v.1
517	517		LA REFORMA	LA REFORMA	131	1	v.1
3031	3031		COCHANGASTA	COCHANGASTA	345	11	v.1
5213	5213		BUSTAMANTE ,AP.	BUSTAMANTE ,AP.	568	23	v.1
4828	4828	2322	SUNCHALES	SUNCHALES	511	20	v.1
113	113		BATAN	BATAN	68	1	v.1
2378	2378		ALBERTO GERCHUNOF ,PDA.	ALBERTO GERCHUNOF ,P	261	7	v.1
4388	4388		MINERALES ,EST.	MINERALES ,EST.	496	19	v.1
4387	4387		MAZARREDO	MAZARREDO	496	19	v.1
5477	5477		LA SARITA	LA SARITA		20	v.1
1152	1152		VILISMAN	VILISMAN	147	2	v.1
993	993		AMADORES	AMADORES	150	2	v.1
598	598		MAQUINISTA SAVIO	MAQUINISTA SAVIO	33	1	v.1
4658	4658	2326	LAS PALMERAS	LAS PALMERAS	509	20	v.1
3072	3072		LAS TOSCAS	LAS TOSCAS	349	11	v.1
214	214		COLIQUEO	COLIQUEO	94	1	v.1
3717	3717		TRAPALCO	TRAPALCO	420	15	v.1
4536	4536		DURHAM ,AP.	DURHAM ,AP.	502	20	v.1
917	917		UNZUE, MARIANO	UNZUE, MARIANO	128	1	v.1
1438	1438		ASSUNTA	ASSUNTA	208	5	v.1
1681	1681		INRIVILLE	INRIVILLE	209	5	v.1
2138	2138		VILLA GARCIA	VILLA GARCIA	207	5	v.1
2599	2599	3109	VIALE	VIALE	266	7	v.1
2216	2216		COLONIA PUCHETA	COLONIA PUCHETA	250	6	v.1
4808	4808	2605	SANTA ISABEL	SANTA ISABEL	502	20	v.1
3159	3159		ARISTIDES VILLANUEVA	ARISTIDES VILLANUEVA	355	12	v.1
799	799		SALAS, CARLOS	SALAS, CARLOS	46	1	v.1
4183	4183		EL RODEO	EL RODEO	482	18	v.1
1766	1766		LA RINCONADA	LA RINCONADA	212	5	v.1
766	766		RANCAGUA	RANCAGUA	13	1	v.1
5142	5142		BARRIO ALMIRANTE BROWN	BARRIO ALMIRANTE BRO	558	22	v.1
5349	5349		MALVINAS	MALVINAS	573	23	v.1
5023	5023		LOS TIGRES	LOS TIGRES	551	21	v.1
4534	4534		DIEGO DE ALVEAR	DIEGO DE ALVEAR	502	20	v.1
2468	2468		GENERAL ALVEAR	GENERAL ALVEAR	265	7	v.1
1824	1824		LOS CERRILLOS	LOS CERRILLOS	228	5	v.1
3379	3379		CAPIOVI	CAPIOVI	386	13	v.1
5420	5420		TIMBO NUEVO	TIMBO NUEVO	564	23	v.1
4583	4583		GOLONDRINA	GOLONDRINA	521	20	v.1
1965	1965		PUESTO SAN JOSE	PUESTO SAN JOSE	227	5	v.1
3561	3561		ÑORQUIN	ÑORQUIN	410	14	v.1
4897	4897	3550	BAJO GRANDE	BAJO GRANDE	530	21	v.1
4118	4118		ARBOL SOLO	ARBOL SOLO	479	18	v.1
3557	3557		MULICHINCO	MULICHINCO	406	14	v.1
1263	1263		PAMPA ALMIRON	PAMPA ALMIRON	169	3	v.1
3579	3579		SENILLOSA	SENILLOSA	401	14	v.1
5464	5464		COLONIA DURÁN	COLONIA DURÁN		20	v.1
3152	3152		ALDEA LA PRIMAVERA	ALDEA LA PRIMAVERA	358	12	v.1
5149	5149		CULLEN	CULLEN	561	22	v.1
4270	4270		ROSARIO	ROSARIO	485	18	v.1
2761	2761		INGENIO LA ESPERANZA	INGENIO LA ESPERANZA	300	9	v.1
87	87		AZUCENA	AZUCENA	57	1	v.1
2465	2465		FORTUNA	FORTUNA	274	7	v.1
4862	4862		VILLA MARGARITA	VILLA MARGARITA	506	20	v.1
1119	1119		SALADO	SALADO	152	2	v.1
3304	3304		PICHI CIEGO	PICHI CIEGO	372	12	v.1
3162	3162		BAÑOS LUNLUNTA	BAÑOS LUNLUNTA	356	12	v.1
2147	2147		VILLA MODERNA	VILLA MODERNA	224	5	v.1
3918	3918		PUERTA DE DIAZ	PUERTA DE DIAZ	436	16	v.1
2852	2852		TIMON CRUZ	TIMON CRUZ	297	9	v.1
2382	2382		ALDEA MARIA LUISA	ALDEA MARIA LUISA	266	7	v.1
2454	2454		EL PAGO ,AP.	EL PAGO ,AP.	275	7	v.1
3299	3299		PARAMILLO ,AP.	PARAMILLO ,AP.	359	12	v.1
3537	3537		EL CHOLAR	EL CHOLAR	410	14	v.1
86	86		AZOPARDO	AZOPARDO	2	1	v.1
4562	4562		FLOR DE ORO	FLOR DE ORO	504	20	v.1
1668	1668		GUASAPAMPA	GUASAPAMPA	206	5	v.1
5433	5433		VILLA PADRE MONTI	VILLA PADRE MONTI	564	23	v.1
2090	2090		TEGUA	TEGUA	203	5	v.1
3071	3071		LAS PADERCITAS	LAS PADERCITAS	345	11	v.1
1369	1369		LANGUIÑEO	LANGUIÑEO	197	4	v.1
455	455		IRALA	IRALA	52	1	v.1
462	462		JEPPENER	JEPPENER	32	1	v.1
3815	3815		GENERAL ALVARADO	GENERAL ALVARADO	451	16	v.1
4909	4909		CAJON	CAJON	532	21	v.1
2919	2919		GENERAL MANUEL CAMPOS	GENERAL MANUEL CAMPO	308	10	v.1
5309	5309		KILOMETRO 825	KILOMETRO 825	574	23	v.1
1310	1310		BUENOS AIRES CHICO	BUENOS AIRES CHICO	193	4	v.1
1474	1474		CAMPO GRANDE	CAMPO GRANDE	212	5	v.1
307	307		ELORDI	ELORDI	64	1	v.1
4624	4624		KILOMETRO 41 ,EMB.	KILOMETRO 41 ,EMB.	504	20	v.1
1969	1969		PUNTA DEL AGUA	PUNTA DEL AGUA	221	5	v.1
2772	2772		KILOMETRO 1289 ,AP.	KILOMETRO 1289 ,AP.	293	9	v.1
5087	5087		SANTO DOMINGO	SANTO DOMINGO	532	21	v.1
4641	4641		LA PENCA Y CARAGUATA	LA PENCA Y CARAGUATA	517	20	v.1
3052	3052		JAGUE	JAGUE	344	11	v.1
2032	2032		SAN JAVIER	SAN JAVIER	228	5	v.1
4002	4002		CARPINTERIA	CARPINTERIA	471	17	v.1
1309	1309		BUEN PASTO	BUEN PASTO	192	4	v.1
3847	3847		LA CANDELARIA	LA CANDELARIA	448	16	v.1
297	297		EL PALOMAR	EL PALOMAR	92	1	v.1
4778	4778	3070	SAN CRISTOBAL	SAN CRISTOBAL	509	20	v.1
4081	4081	5400	SAN JUAN	SAN JUAN	477	17	v.1
33	33		ALEJANDRO PETION ,AP.	ALEJANDRO PETION ,AP	27	1	v.1
1344	1344		GAN GAN	GAN GAN	196	4	v.1
820	820		SAN FERNANDO	SAN FERNANDO	129	1	v.1
995	995		AMANAO	AMANAO	146	2	v.1
1753	1753		LA PAQUITA ,EST.PRESIDENTE F.ALCORTA	LA PAQUITA ,EST.PRES	210	5	v.1
4673	4673		LOS AMORES	LOS AMORES	521	20	v.1
2895	2895		CEREALES	CEREALES	313	10	v.1
3467	3467		PUERTO PINARES	PUERTO PINARES	392	13	v.1
2887	2887		BUTA RANQUIL	BUTA RANQUIL	317	10	v.1
5080	5080		SANTA CATALINA	SANTA CATALINA	550	21	v.1
2921	2921		GENERAL SAN MARTIN	GENERAL SAN MARTIN	303	10	v.1
3838	3838		KILOMETRO 1291 ,DV.	KILOMETRO 1291 ,DV.	451	16	v.1
811	811		SAN BERNARDO	SAN BERNARDO	123	1	v.1
2132	2132		VILLA DEL TOTORAL	VILLA DEL TOTORAL	204	5	v.1
4423	4423		ALVAREZ	ALVAREZ	503	20	v.1
2357	2357		SANTA ROSA	SANTA ROSA	256	6	v.1
3398	3398		EL ALCAZAR	EL ALCAZAR	390	13	v.1
1778	1778		LAGUNA OSCURA	LAGUNA OSCURA	203	5	v.1
